method_name,num_params,line_number,num_calls,num_locals,num_returns,num_invocations,body_size,num_control_structures,full_name
<clinit>,0,Some(35),28,0,0,28,56,0,org.aspectj.testing.util.RunUtils.<clinit>:void()
toString,1,Some(206),0,0,1,0,9,0,org.aspectj.testing.util.RunUtils.VERBOSE_PRINTER.IRunStatusPrinter$0.toString:java.lang.String()
printRunStatus,3,Some(208),1,0,0,1,16,0,org.aspectj.testing.util.RunUtils.VERBOSE_PRINTER.IRunStatusPrinter$0.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
printRunStatus,4,Some(211),40,4,0,40,127,3,org.aspectj.testing.util.RunUtils.VERBOSE_PRINTER.IRunStatusPrinter$0.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus,java.lang.String)
<init>,1,Some(205),0,0,0,0,7,0,org.aspectj.testing.util.RunUtils.VERBOSE_PRINTER.IRunStatusPrinter$0.<init>:void()
toString,1,Some(237),0,0,1,0,9,0,org.aspectj.testing.util.RunUtils.TERSE_PRINTER.IRunStatusPrinter$1.toString:java.lang.String()
printRunStatus,3,Some(240),1,0,0,1,16,0,org.aspectj.testing.util.RunUtils.TERSE_PRINTER.IRunStatusPrinter$1.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
printRunStatus,4,Some(243),52,5,0,52,156,5,org.aspectj.testing.util.RunUtils.TERSE_PRINTER.IRunStatusPrinter$1.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus,java.lang.String)
<init>,1,Some(236),0,0,0,0,7,0,org.aspectj.testing.util.RunUtils.TERSE_PRINTER.IRunStatusPrinter$1.<init>:void()
toString,1,Some(273),0,0,1,0,9,0,org.aspectj.testing.util.RunUtils.AJCSUITE_PRINTER.IRunStatusPrinter$2.toString:java.lang.String()
printRunStatus,3,Some(280),76,7,0,76,221,8,org.aspectj.testing.util.RunUtils.AJCSUITE_PRINTER.IRunStatusPrinter$2.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
<init>,1,Some(272),0,0,0,0,7,0,org.aspectj.testing.util.RunUtils.AJCSUITE_PRINTER.IRunStatusPrinter$2.<init>:void()
toString,1,Some(328),0,0,1,0,9,0,org.aspectj.testing.util.RunUtils.AJC_PRINTER.IRunStatusPrinter$3.toString:java.lang.String()
printRunStatus,3,Some(330),22,2,0,22,75,1,org.aspectj.testing.util.RunUtils.AJC_PRINTER.IRunStatusPrinter$3.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
<init>,1,Some(327),0,0,0,0,7,0,org.aspectj.testing.util.RunUtils.AJC_PRINTER.IRunStatusPrinter$3.<init>:void()
toString,1,Some(349),0,0,1,0,9,0,org.aspectj.testing.util.RunUtils.AJCRUN_PRINTER.IRunStatusPrinter$4.toString:java.lang.String()
printRunStatus,3,Some(351),25,3,0,25,83,2,org.aspectj.testing.util.RunUtils.AJCRUN_PRINTER.IRunStatusPrinter$4.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
<init>,1,Some(348),0,0,0,0,7,0,org.aspectj.testing.util.RunUtils.AJCRUN_PRINTER.IRunStatusPrinter$4.<init>:void()
<init>,2,Some(79),1,0,0,1,13,0,org.aspectj.testing.util.StreamsHandler.<init>:void(boolean)
<init>,3,Some(87),51,3,0,51,127,0,org.aspectj.testing.util.StreamsHandler.<init>:void(boolean,boolean)
show,1,Some(105),4,0,0,4,15,0,org.aspectj.testing.util.StreamsHandler.show:void()
hide,1,Some(111),4,0,0,4,15,0,org.aspectj.testing.util.StreamsHandler.hide:void()
restoreStreams,1,Some(117),10,0,0,10,34,1,org.aspectj.testing.util.StreamsHandler.restoreStreams:void()
getLogStream,1,Some(127),1,0,1,1,11,0,org.aspectj.testing.util.StreamsHandler.getLogStream:java.io.PrintStream()
log,2,Some(132),5,0,0,5,24,1,org.aspectj.testing.util.StreamsHandler.log:void(java.lang.String)
lnlog,2,Some(144),6,0,0,6,25,1,org.aspectj.testing.util.StreamsHandler.lnlog:void(java.lang.String)
startListening,1,Some(158),29,1,0,29,80,4,org.aspectj.testing.util.StreamsHandler.startListening:void()
endListening,1,Some(182),1,0,1,1,11,0,org.aspectj.testing.util.StreamsHandler.endListening:org.aspectj.testing.util.StreamsHandler$Result()
endListening,2,Some(195),24,3,2,24,73,2,org.aspectj.testing.util.StreamsHandler.endListening:org.aspectj.testing.util.StreamsHandler$Result(boolean)
<init>,3,Some(214),4,0,0,4,21,0,org.aspectj.testing.util.StreamsHandler$Result.<init>:void(java.lang.String,java.lang.String)
<clinit>,0,Some(210),5,0,0,5,15,0,org.aspectj.testing.util.StreamsHandler$Result.<clinit>:void()
main,1,Some(42),70,4,1,70,178,1,org.aspectj.testing.util.TestDiffs.main:void(java.lang.String[])
compareResults,2,Some(76),40,10,2,40,134,2,org.aspectj.testing.util.TestDiffs.compareResults:org.aspectj.testing.util.TestDiffs(java.io.File,java.io.File)
append,3,Some(113),8,0,0,8,32,2,org.aspectj.testing.util.TestDiffs.append:void(java.lang.StringBuffer,java.util.List,java.lang.String)
print,3,Some(122),24,4,1,24,75,2,org.aspectj.testing.util.TestDiffs.print:void(java.io.PrintStream,java.util.List,java.lang.String)
trimByName,2,Some(145),25,3,1,25,75,5,org.aspectj.testing.util.TestDiffs.trimByName:java.util.ArrayList(java.util.List,java.util.List)
split,3,Some(167),9,1,0,9,40,3,org.aspectj.testing.util.TestDiffs.split:void(java.util.List,java.util.ArrayList,java.util.ArrayList)
readTestResults,2,Some(184),33,8,1,33,115,9,org.aspectj.testing.util.TestDiffs.readTestResults:java.util.ArrayList(java.io.File,java.lang.String)
safeList,1,Some(218),4,0,1,4,18,0,org.aspectj.testing.util.TestDiffs.safeList:java.util.List(java.util.List)
<init>,7,Some(260),80,4,0,80,187,0,org.aspectj.testing.util.TestDiffs.<init>:void(java.util.List,java.util.List,java.util.List,java.util.List,java.util.List,java.util.List)
<init>,4,Some(347),17,0,0,17,56,0,org.aspectj.testing.util.TestDiffs$TestResult.<init>:void(java.lang.String,java.lang.String,boolean)
toString,1,Some(358),1,0,1,1,11,0,org.aspectj.testing.util.TestDiffs$TestResult.toString:java.lang.String()
<clinit>,0,Some(306),12,0,0,12,27,0,org.aspectj.testing.util.TestDiffs$TestResult.<clinit>:void()
compare,3,Some(308),15,2,2,15,53,1,org.aspectj.testing.util.TestDiffs$TestResult.BY_PASSNAME.Comparator$0.compare:int(java.lang.Object,java.lang.Object)
equals,3,Some(319),2,0,1,2,18,0,org.aspectj.testing.util.TestDiffs$TestResult.BY_PASSNAME.Comparator$0.equals:boolean(java.lang.Object,java.lang.Object)
<init>,1,Some(307),0,0,0,0,7,0,org.aspectj.testing.util.TestDiffs$TestResult.BY_PASSNAME.Comparator$0.<init>:void()
compare,3,Some(325),8,2,2,8,38,1,org.aspectj.testing.util.TestDiffs$TestResult.BY_NAME.Comparator$1.compare:int(java.lang.Object,java.lang.Object)
equals,3,Some(334),2,0,1,2,18,0,org.aspectj.testing.util.TestDiffs$TestResult.BY_NAME.Comparator$1.equals:boolean(java.lang.Object,java.lang.Object)
<init>,1,Some(324),0,0,0,0,7,0,org.aspectj.testing.util.TestDiffs$TestResult.BY_NAME.Comparator$1.<init>:void()
wrapValues,1,Some(37),8,1,2,8,32,1,org.aspectj.testing.util.options.Values.wrapValues:<unresolvedSignature>(1)
wrapValues,1,Some(44),42,4,2,42,134,6,org.aspectj.testing.util.options.Values.wrapValues:org.aspectj.testing.util.options.Values(org.aspectj.testing.util.options.Values[])
invert,2,Some(72),30,5,1,30,89,3,org.aspectj.testing.util.options.Values.invert:int[](int[],int)
toArray,1,Some(95),3,0,1,3,14,0,org.aspectj.testing.util.options.Values.toArray:java.util.Option.Value[](java.util.ArrayList)
resolve,1,Some(115),40,6,2,40,121,5,org.aspectj.testing.util.options.Values.resolve:<unresolvedSignature>(1)
resolve,2,Some(172),87,10,1,87,276,20,org.aspectj.testing.util.options.Values.resolve:<unresolvedSignature>(2)
removeForceOff,3,Some(252),26,2,2,26,85,5,org.aspectj.testing.util.options.Values.removeForceOff:<unresolvedSignature>(3)
convertForceOn,3,Some(291),53,4,3,53,162,12,org.aspectj.testing.util.options.Values.convertForceOn:<unresolvedSignature>(3)
match,2,Some(339),21,3,1,21,75,5,org.aspectj.testing.util.options.Values.match:<unresolvedSignature>(2)
nullify,2,Some(357),17,2,1,17,70,7,org.aspectj.testing.util.options.Values.nullify:<unresolvedSignature>(2)
render,1,Some(386),36,4,1,36,105,5,org.aspectj.testing.util.options.Values.render:<unresolvedSignature>(1)
<init>,2,Some(411),7,0,0,7,28,0,org.aspectj.testing.util.options.Values.<init>:<unresolvedSignature>(1)
length,1,Some(416),2,0,1,2,13,0,org.aspectj.testing.util.options.Values.length:int()
asArray,1,Some(420),7,1,1,7,29,0,org.aspectj.testing.util.options.Values.asArray:java.util.Option.Value[]()
render,1,Some(430),2,0,1,2,12,0,org.aspectj.testing.util.options.Values.render:java.lang.String[]()
toString,1,Some(434),3,0,1,3,14,0,org.aspectj.testing.util.options.Values.toString:java.lang.String()
indexMatches,1,Some(444),4,1,1,4,17,0,org.aspectj.testing.util.options.Values.indexMatches:int[]()
indexMissedMatches,1,Some(457),13,3,1,13,42,1,org.aspectj.testing.util.options.Values.indexMissedMatches:int[]()
firstInFamily,2,Some(467),4,1,1,4,21,0,org.aspectj.testing.util.options.Values.firstInFamily:org.aspectj.testing.util.options.Option.Value(java.util.Family)
allInFamily,2,Some(471),5,1,1,5,24,0,org.aspectj.testing.util.options.Values.allInFamily:java.util.Value[](java.util.Family)
firstOption,2,Some(475),4,1,1,4,21,0,org.aspectj.testing.util.options.Values.firstOption:org.aspectj.testing.util.options.Option.Value(java.util.Option)
allOption,2,Some(479),5,1,1,5,24,0,org.aspectj.testing.util.options.Values.allOption:java.util.Value[](java.util.Option)
firstValue,3,Some(483),5,1,1,5,28,0,org.aspectj.testing.util.options.Values.firstValue:org.aspectj.testing.util.options.Option.Value(java.util.Option,java.lang.String)
allValues,3,Some(488),6,1,1,6,31,0,org.aspectj.testing.util.options.Values.allValues:java.util.Value[](java.util.Option,java.lang.String)
isResolved,1,Some(493),5,0,1,5,19,0,org.aspectj.testing.util.options.Values.isResolved:boolean()
nullify,2,Some(504),9,3,3,9,45,2,org.aspectj.testing.util.options.Values.nullify:org.aspectj.testing.util.options.Values(org.aspectj.testing.util.options.Values$Selector)
resolve,1,Some(522),21,2,2,21,69,2,org.aspectj.testing.util.options.Values.resolve:java.lang.String()
findFirst,2,Some(537),8,1,1,8,30,0,org.aspectj.testing.util.options.Values.findFirst:java.util.Option.Value(org.aspectj.testing.util.options.Values$Selector)
find,3,Some(542),22,2,1,22,81,8,org.aspectj.testing.util.options.Values.find:java.util.Option.Value[](org.aspectj.testing.util.options.Values$Selector,boolean)
valuesNotNull,1,Some(565),20,1,1,20,61,3,org.aspectj.testing.util.options.Values.valuesNotNull:java.util.Option.Value[]()
<init>,1,Some(580),0,0,0,0,7,0,org.aspectj.testing.util.options.Values$Selector.<init>:void()
accept,2,Some(582),0,0,1,0,11,0,org.aspectj.testing.util.options.Values$Selector.accept:boolean(org.aspectj.testing.util.options.Option.Value)
<clinit>,0,Some(578),5,0,0,5,14,0,org.aspectj.testing.util.options.Values$Selector.<clinit>:void()
<init>,2,Some(591),7,0,0,7,27,0,org.aspectj.testing.util.options.Values$ValueSelector.<init>:void(java.util.Family)
<init>,2,Some(597),2,0,0,2,14,0,org.aspectj.testing.util.options.Values$ValueSelector.<init>:void(java.util.Option)
<init>,3,Some(600),7,0,0,7,29,0,org.aspectj.testing.util.options.Values$ValueSelector.<init>:void(java.util.Option,java.lang.String)
accept,2,Some(606),17,0,4,17,62,5,org.aspectj.testing.util.options.Values$ValueSelector.accept:boolean(org.aspectj.testing.util.options.Option.Value)
<init>,1,Some(629),10,0,0,10,24,0,org.aspectj.testing.util.options.Values$MissedSelector.<init>:void()
getResult,1,Some(632),2,0,1,2,11,0,org.aspectj.testing.util.options.Values$MissedSelector.getResult:int[]()
accept,2,Some(640),27,0,2,27,88,6,org.aspectj.testing.util.options.Values$MissedSelector.accept:boolean(org.aspectj.testing.util.options.Option.Value)
missedArgsFor,3,Some(660),9,0,0,9,32,0,org.aspectj.testing.util.options.Values$MissedSelector.missedArgsFor:void(java.util.Option,int)
getErrors,1,Some(666),7,0,2,7,28,2,org.aspectj.testing.util.options.Values$MissedSelector.getErrors:java.lang.String()
<clinit>,0,Some(622),2,0,0,2,9,0,org.aspectj.testing.util.options.Values$MissedSelector.<clinit>:void()
render,1,Some(678),18,1,2,18,62,4,org.aspectj.testing.util.options.Values$IntList.render:java.lang.String(int[])
add,2,Some(697),24,1,0,24,68,2,org.aspectj.testing.util.options.Values$IntList.add:void(int)
getList,1,Some(708),11,1,1,11,38,1,org.aspectj.testing.util.options.Values$IntList.getList:int[]()
<init>,1,Some(676),3,0,0,3,13,0,org.aspectj.testing.util.options.Values$IntList.<init>:void()
<clinit>,0,Some(25),6,0,0,6,19,0,org.aspectj.testing.util.options.Values.<clinit>:void()
attributeValue,1,Some(43),4,0,1,4,21,0,org.aspectj.testing.xml.XMLWriter.attributeValue:java.lang.String(java.lang.String)
makeAttribute,2,Some(62),4,0,1,4,18,0,org.aspectj.testing.xml.XMLWriter.makeAttribute:java.lang.String(java.lang.String,java.lang.String)
flattenFiles,1,Some(67),2,0,1,2,13,0,org.aspectj.testing.xml.XMLWriter.flattenFiles:java.lang.String(java.lang.String[])
flattenFiles,1,Some(72),2,0,1,2,13,0,org.aspectj.testing.xml.XMLWriter.flattenFiles:java.lang.String(java.util.List)
unflattenList,1,Some(84),4,0,1,4,16,0,org.aspectj.testing.xml.XMLWriter.unflattenList:java.lang.String[](java.lang.String)
addFlattenedItems,2,Some(89),15,1,0,15,56,4,org.aspectj.testing.xml.XMLWriter.addFlattenedItems:void(java.util.List,java.lang.String)
flattenList,1,Some(110),6,0,2,6,23,1,org.aspectj.testing.xml.XMLWriter.flattenList:java.lang.String(java.util.List)
flattenList,1,Some(125),26,5,1,26,88,6,org.aspectj.testing.xml.XMLWriter.flattenList:java.lang.String(java.lang.Object[])
<init>,2,Some(170),20,0,0,20,53,0,org.aspectj.testing.xml.XMLWriter.<init>:void(java.io.PrintWriter)
setMaxWidth,2,Some(181),10,0,0,10,42,4,org.aspectj.testing.xml.XMLWriter.setMaxWidth:void(int)
printElement,3,Some(192),36,2,0,36,97,3,org.aspectj.testing.xml.XMLWriter.printElement:void(java.lang.String,java.lang.String)
startElement,3,Some(212),1,0,0,1,16,0,org.aspectj.testing.xml.XMLWriter.startElement:void(java.lang.String,boolean)
startElement,4,Some(223),69,4,0,69,188,10,org.aspectj.testing.xml.XMLWriter.startElement:void(java.lang.String,java.lang.String,boolean)
endElement,2,Some(265),65,4,0,65,176,10,org.aspectj.testing.xml.XMLWriter.endElement:void(java.lang.String)
printAttribute,3,Some(306),53,6,1,53,146,6,org.aspectj.testing.xml.XMLWriter.printAttribute:void(java.lang.String,java.lang.String)
endAttributes,1,Some(332),7,1,0,7,27,1,org.aspectj.testing.xml.XMLWriter.endAttributes:void()
printComment,2,Some(337),11,1,0,11,36,1,org.aspectj.testing.xml.XMLWriter.printComment:void(java.lang.String)
close,1,Some(342),4,0,0,4,18,1,org.aspectj.testing.xml.XMLWriter.close:void()
println,2,Some(349),1,0,0,1,12,0,org.aspectj.testing.xml.XMLWriter.println:void(java.lang.String)
outPrintln,2,Some(353),8,1,0,8,31,1,org.aspectj.testing.xml.XMLWriter.outPrintln:void(java.lang.String)
<init>,2,Some(362),2,0,0,2,14,0,org.aspectj.testing.xml.XMLWriter$StackElement.<init>:void(java.lang.String)
<clinit>,0,Some(32),11,0,0,11,30,0,org.aspectj.testing.xml.XMLWriter.<clinit>:void()
sameAjcSuiteSpec,3,Some(38),24,4,0,24,65,1,org.aspectj.testing.harness.bridge.AjcSpecTest.sameAjcSuiteSpec:<unresolvedSignature>(3)
sameAjcTestSpec,3,Some(55),9,0,0,9,34,0,org.aspectj.testing.harness.bridge.AjcSpecTest.sameAjcTestSpec:<unresolvedSignature>(3)
sameAbstractRunSpec,3,Some(68),24,0,0,24,71,0,org.aspectj.testing.harness.bridge.AjcSpecTest.sameAbstractRunSpec:<unresolvedSignature>(3)
normal,1,Some(89),9,0,2,9,29,2,org.aspectj.testing.harness.bridge.AjcSpecTest.normal:java.lang.String(java.lang.Object)
same,3,Some(98),9,0,0,9,31,0,org.aspectj.testing.harness.bridge.AjcSpecTest.same:void(java.lang.Object,java.lang.Object,junit.framework.Assert)
sameRA,3,Some(105),19,2,0,19,65,4,org.aspectj.testing.harness.bridge.AjcSpecTest.sameRA:void(java.lang.String[],java.lang.String[],junit.framework.Assert)
normal,1,Some(118),5,0,1,5,17,0,org.aspectj.testing.harness.bridge.AjcSpecTest.normal:java.lang.String(java.lang.String[])
normal,1,Some(123),17,3,1,17,55,3,org.aspectj.testing.harness.bridge.AjcSpecTest.normal:java.lang.String(java.util.List)
sameListSize,2,Some(141),14,0,0,14,46,4,org.aspectj.testing.harness.bridge.AjcSpecTest.sameListSize:void(java.util.List,java.util.List)
sameList,3,Some(152),11,3,0,11,40,0,org.aspectj.testing.harness.bridge.AjcSpecTest.sameList:void(java.util.List,java.util.List,junit.framework.Assert)
sameIAjcRun,3,Some(197),92,10,1,92,271,6,org.aspectj.testing.harness.bridge.AjcSpecTest.sameIAjcRun:<unresolvedSignature>(3)
sameSpec,3,Some(244),21,0,1,21,64,1,org.aspectj.testing.harness.bridge.AjcSpecTest.sameSpec:<unresolvedSignature>(3)
sameDirChangesList,3,Some(256),20,2,1,20,62,2,org.aspectj.testing.harness.bridge.AjcSpecTest.sameDirChangesList:void(java.util.ArrayList,java.util.ArrayList,junit.framework.Assert)
sameDirChangesSpec,3,Some(270),28,0,1,28,90,1,org.aspectj.testing.harness.bridge.AjcSpecTest.sameDirChangesSpec:<unresolvedSignature>(3)
sameMessages,3,Some(285),23,2,1,23,61,2,org.aspectj.testing.harness.bridge.AjcSpecTest.sameMessages:<unresolvedSignature>(3)
sameMessage,3,Some(299),26,0,1,26,70,1,org.aspectj.testing.harness.bridge.AjcSpecTest.sameMessage:void(org.aspectj.bridge.IMessage,org.aspectj.bridge.IMessage,junit.framework.Assert)
sameSourceLocations,2,Some(312),25,4,1,25,68,2,org.aspectj.testing.harness.bridge.AjcSpecTest.sameSourceLocations:void(java.util.List,java.util.List)
sameSourceLocation,2,Some(330),19,0,1,19,50,1,org.aspectj.testing.harness.bridge.AjcSpecTest.sameSourceLocation:void(org.aspectj.bridge.ISourceLocation,org.aspectj.bridge.ISourceLocation)
<init>,2,Some(346),1,0,0,1,12,0,org.aspectj.testing.harness.bridge.AjcSpecTest.<init>:void(java.lang.String)
testMinimal,1,Some(350),24,5,0,24,82,2,org.aspectj.testing.harness.bridge.AjcSpecTest.testMinimal:void()
<clinit>,0,Some(36),2,0,0,2,9,0,org.aspectj.testing.harness.bridge.AjcSpecTest.<clinit>:void()
main,1,Some(38),3,0,0,3,13,0,org.aspectj.testing.util.LangUtilTest.main:void(java.lang.String[])
<init>,2,Some(46),190,0,0,190,481,0,org.aspectj.testing.util.LangUtilTest.<init>:void(java.lang.String)
check,5,Some(50),14,0,0,14,54,2,org.aspectj.testing.util.LangUtilTest.check:void(java.lang.String,java.util.StringTokenizer,int,java.lang.String)
checkUnflatten,2,Some(61),20,3,0,20,67,1,org.aspectj.testing.util.LangUtilTest.checkUnflatten:void(org.aspectj.testing.util.LangUtilTest$FTest)
skiptestUnflatten,1,Some(74),34,8,0,34,108,1,org.aspectj.testing.util.LangUtilTest.skiptestUnflatten:void()
testArrayList,1,Some(91),16,1,0,16,45,0,org.aspectj.testing.util.LangUtilTest.testArrayList:void()
testCombineStrings,1,Some(101),49,3,0,49,143,0,org.aspectj.testing.util.LangUtilTest.testCombineStrings:void()
checkCombineStrings,4,Some(138),15,4,0,15,51,0,org.aspectj.testing.util.LangUtilTest.checkCombineStrings:void(java.lang.String[],java.lang.String[],java.lang.String[])
testDiffsEmptyIdentities,1,Some(209),26,0,0,26,83,0,org.aspectj.testing.util.LangUtilTest.testDiffsEmptyIdentities:void()
testDiffsEmpties,1,Some(218),19,0,0,19,65,0,org.aspectj.testing.util.LangUtilTest.testDiffsEmpties:void()
testDiffsIdentities,1,Some(226),35,0,0,35,105,0,org.aspectj.testing.util.LangUtilTest.testDiffsIdentities:void()
testDiffsEvens,1,Some(235),10,0,0,10,35,0,org.aspectj.testing.util.LangUtilTest.testDiffsEvens:void()
testDiffsOdds,1,Some(240),20,0,0,20,63,0,org.aspectj.testing.util.LangUtilTest.testDiffsOdds:void()
testSoftDiffs,1,Some(247),50,0,0,50,147,0,org.aspectj.testing.util.LangUtilTest.testSoftDiffs:void()
makeList,3,Some(261),9,1,2,9,36,2,org.aspectj.testing.util.LangUtilTest.makeList:java.util.List(boolean,java.lang.String[])
checkDiff,5,Some(272),15,2,0,15,61,0,org.aspectj.testing.util.LangUtilTest.checkDiff:void(java.util.List,java.util.List,java.util.List,java.util.List)
checkSame,3,Some(287),12,1,0,12,45,1,org.aspectj.testing.util.LangUtilTest.checkSame:void(java.util.Collection,java.util.Collection)
checkDiffSoft,5,Some(297),10,2,0,10,43,0,org.aspectj.testing.util.LangUtilTest.checkDiffSoft:void(java.util.List,java.util.List,java.util.List,java.util.List)
checkSameSoft,3,Some(309),26,5,0,26,77,1,org.aspectj.testing.util.LangUtilTest.checkSameSoft:void(java.util.List,java.util.List)
<init>,4,Some(329),6,0,0,6,27,0,org.aspectj.testing.util.LangUtilTest$FTest.<init>:<unresolvedSignature>(3)
toString,1,Some(334),12,0,1,12,32,0,org.aspectj.testing.util.LangUtilTest$FTest.toString:java.lang.String()
<clinit>,0,Some(32),2,0,0,2,9,0,org.aspectj.testing.util.LangUtilTest.<clinit>:void()
getOptions,0,Some(27),86,1,1,86,246,1,org.aspectj.testing.util.options.OptionsTest.getOptions:junit.framework.Options()
testDebugCase,1,Some(113),12,3,0,12,41,0,org.aspectj.testing.util.options.OptionsTest.testDebugCase:void()
testNegDebugCase,1,Some(125),8,5,0,8,35,0,org.aspectj.testing.util.options.OptionsTest.testNegDebugCase:void()
testOptionsPositive,1,Some(139),91,3,0,91,261,0,org.aspectj.testing.util.options.OptionsTest.testOptionsPositive:void()
testOptionsNegative,1,Some(234),23,4,0,23,82,0,org.aspectj.testing.util.options.OptionsTest.testOptionsNegative:void()
